,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Juspay Technologies India Pvt Ltd,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,,,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,,,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,,,,,,,,,
,,,,2026-04-01 00:00:00,2026-05-31 00:00:00,2026-06-30 00:00:00,2026-07-31 00:00:00,2026-08-31 00:00:00,2026-09-30 00:00:00,2026-10-31 00:00:00,2026-11-30 00:00:00,2026-12-31 00:00:00,2027-01-31 00:00:00,2027-02-28 00:00:00,2027-03-31 00:00:00,,,2026-04-01 00:00:00,2026-05-31 00:00:00,2026-06-30 00:00:00,2026-07-31 00:00:00,2026-08-31 00:00:00,2026-09-30 00:00:00,2026-10-31 00:00:00,2026-11-30 00:00:00,2026-12-31 00:00:00,2027-01-31 00:00:00,2027-02-28 00:00:00,2027-03-31 00:00:00,FY27,,,2025-04-01 00:00:00,2025-05-31 00:00:00,2025-06-30 00:00:00,2025-07-31 00:00:00,2025-08-31 00:00:00,2025-09-30 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-12-31 00:00:00,2026-01-31 00:00:00,2026-02-28 00:00:00,2026-03-31 00:00:00,FY27,,,,,,,,,
,,,Bank Business,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Networks & Jusbiz,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Direct Cost,10.007696473333334,,,,,,,,,,,,,,9.836255962287321,10.19653328059388,11.140406192136565,12.23723859555969,12.712241384301233,14.846546276008528,14.493218287747109,14.369004933500051,16.41713791757245,16.32243906654712,17.418801882299956,18.738974709296645,168.72879848785055,,,6.565010843832001,7.161043566831999,6.544095621951,7.602422757836001,8.83560078121,11.479784671790002,11.48141787611,10.948162208300001,10.516578153000001,8.237750342999998,10.287125538,10.053111994333333,109.71210435619435,,,,,,,,,
,,,% of Revenue,0.18019622254124176,,,,,,,,,,,,,,0.18522504841613924,0.18230659763964877,0.17977019924354468,0.16027052600721114,0.18016926463373176,0.09348358358815455,0.1885813346957254,0.18528373196618214,0.1839429459333005,0.19004959039189204,0.19483054099684638,0.19423273458047333,0.17006309082272422,,,0.13474298868770596,0.1409999311094274,0.12968244548888888,0.14300551809434958,0.16323587335851733,0.19564860973553005,0.21349955927215847,0.21140180918985976,0.174204500807568,0.13667825946641848,0.19086491804519,0.1490548423591187,0.16600745063416936,,,,,,,,,
,,,India,9.647312763333334,,,,,,,,,,,,,,9.432214123661945,9.736344218384865,10.464773743796401,11.336287345097064,11.799114376384729,13.952298909384528,13.69340930019397,13.401421508596341,15.24354451393764,15.150454728320362,15.824304710143203,17.266811333417277,157.30097881131832,,,6.3988989702,6.9862451445,6.346867262999999,7.385814095000001,8.614563934,11.269578032000002,11.271298146,10.695615184800001,10.384655753,8.116876654999999,10.1545158973,9.893016372333333,107.51794544713334,,,,,,,,,
,,,% of India Revenue,0.18083551033820777,,,,,,,,,,,,,,0.18508628408568437,0.18297607634210486,0.18554931806772018,0.18638985210600212,0.18648447656072206,0.20395546104904416,0.19017539311622833,0.1900851438702958,0.1966992027522981,0.19249562243297633,0.20668179285319752,0.20060936459678308,0.19314594023011467,,,0.13323292150289145,0.14231346567054878,0.13144167836547563,0.14093376728459628,0.16398507406255367,0.20022720558374704,0.21511097964531084,0.21199054823410463,0.18681561192977814,0.1458774430309244,0.19467933637890683,0.1699782443957359,0.17107886205118744,,,,,,,,,
,,,Merchant Business,4.934776909333333,,,,,,,,,,,,,,4.398015945023021,4.5991014737562,4.856702695877059,4.864628307441892,4.730758092347296,5.32925150477527,4.7535587344840735,4.664534868841349,6.084908982644787,5.506145516881236,5.929066734114928,6.715768641575977,62.43244149776308,,,4.113430882409081,4.625713421610914,4.377465622048117,4.914324996144045,5.238882226951914,5.665740650948671,5.508410931,5.274111036926092,5.2038865179238645,2.8469414313242507,5.357300820176979,5.2637811973333335,58.38998973479727,,,,,,,,,
,,,% of Merchant Revenue,0.26581298077954485,,,,,,,,,,,,,,0.27218140455563783,0.2705949731338944,0.2618931720805041,0.2508818316922773,0.23291041743091737,0.22161923806089076,0.20973283899735007,0.20198129466273426,0.20973678666126117,0.2102202248584159,0.23860964298817894,0.21502591008990352,0.2291169199895581,,,0.2608667918323957,0.27405320757618623,0.24468956505490108,0.26718598417744077,0.28459101514197926,0.2911325309696463,0.31874793884513675,0.3147322479063768,0.24319169652472425,0.15426292858048868,0.3151805066822155,0.23024553296386585,0.2647460846498774,,,,,,,,,
,,,Direct Cloud Cost,4.2418303,,,,,,,,,,,,,,3.8780159450230207,4.079101473756199,4.336702695877059,4.344628307441892,4.210758092347295,4.80925150477527,4.233558734484074,4.144534868841349,5.564908982644788,4.908145516881236,5.331066734114928,6.117768641575977,55.95844149776308,,,3.652224722409081,4.1546780216109145,3.874409802048117,4.318772796144045,4.6767265269519145,5.094234892948672,4.9526665880000005,4.709469036926092,4.673732617923864,2.253340196324251,4.78172362417698,4.72467056,51.86664938546394,,,,,,,,,
,,,Other Direct Expenses,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Customer Success,0.6929466093333332,,,,,,,,,,,,,,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.598,0.598,0.598,6.473999999999999,,,0.4612061599999999,0.4710354,0.50305582,0.5955522,0.5621556999999999,0.5715057579999999,0.555744343,0.564642,0.5301539,0.5936012349999995,0.5755771959999998,0.5391106373333333,6.523340349333333,,,,,,,,,
,,,Bank Business,2.8782596840000005,,,,,,,,,,,,,,2.664198178638924,2.752642744628665,2.8391710479193417,3.040659037655172,3.0670362840374326,3.0975474046092577,3.3098505657098958,3.267866639754991,3.3544355312928538,3.618509211439126,3.5763579760282758,3.7592626918412986,38.347537313555236,,,1.9406425562,1.9466503875,1.554249998,2.000270765,2.7280976020000005,2.7998562870000003,3.108621214,3.0225216584,2.9280228549999996,3.42930563,3.1490223074,2.709126963,31.3163882235,,,,,,,,,
,,,% of Bank Business Revenue,0.08863486772855382,,,,,,,,,,,,,,0.08287658433795912,0.08238962079754876,0.08194757961166396,0.08103111615070213,0.08092144419587503,0.08079727355183247,0.0800057112025548,0.08015290445792711,0.07985400072024557,0.0806037299007456,0.08074789533784374,0.08014914398824292,0.08086783537015341,,,0.06690741686512414,0.06164517482336755,0.052145039753749164,0.05987430362692801,0.08173007026291726,0.08215457518760344,0.09425682882716431,0.09489902450712877,0.09076818285964544,0.09650667108002255,0.09376807197385718,0.08108275823685808,0.0801187100043594,,,,,,,,,
,,,Direct Cloud Cost,1.27679768,,,,,,,,,,,,,,0.9643971937023958,1.0023020076979992,1.0393855662511464,1.1257375618522163,1.1370420960160426,1.1501182905468246,1.241105359589955,1.2231122484664245,1.2602132019826513,1.346777332473911,1.3287125172978325,1.4071002526462708,14.22600362852367,,,0.3244674602,0.3197872,0.3617409,0.7755262,1.1435401,1.1199735,1.4731549,1.5532414714,1.6834287,1.583838899,1.2677751934,1.33007271,12.936547233999999,,,,,,,,,
,,,Other Direct Expenses,1.18,,,,,,,,,,,,,,1.2858629249365279,1.3364026769306656,1.3858474216681953,1.5009834158029551,1.51605612802139,1.533491054062433,1.6548071461199403,1.630816331288566,1.680284269310202,1.7957031099652148,1.7716166897304433,1.876133670195028,18.968004838031565,,,1.2887324960000002,1.2966247960000001,0.8740603979999999,0.802810565,1.216222002,1.315393187,1.2860298140000002,1.120648187,0.8909269549999999,1.446503743,1.4680527259999998,0.965116193,13.971121062000002,,,,,,,,,
,,,Customer Success,0.4214620040000001,,,,,,,,,,,,,,0.4139380600000002,0.4139380600000002,0.4139380600000002,0.4139380600000002,0.4139380600000002,0.4139380600000002,0.4139380600000002,0.4139380600000002,0.4139380600000002,0.47602876900000024,0.47602876900000024,0.47602876900000024,5.153528847000003,,,0.3274426,0.3302383915,0.3184487,0.421934,0.3683355,0.3644896,0.3494365,0.348632,0.3536672,0.3989629880000002,0.4131943880000002,0.4139380600000002,4.4087199275,,,,,,,,,
,,,PA,1.77409933,,,,,,,,,,,,,,2.3609,2.3755,2.7598,3.4219,3.9813,5.5164,5.584499999999999,5.449,5.7951,5.9985,6.3025,6.7754,56.3208,,,0.31284123159091903,0.37029283538908553,0.3591262429518821,0.3980009338559556,0.5446198050480844,2.6912714940513296,2.536302900999999,2.1685120894739085,1.981151680076136,1.560272393675749,1.3834588697230197,1.7228221119999998,16.028672588836066,,,,,,,,,
,,,% of PA Revenue,1.1287700635482236,,,,,,,,,,,,,,1.0725513356351082,1.0109801251223562,1.0024336202825905,0.9916826059236075,0.9812441464977572,0.9904837145832586,0.9807520064628299,0.9666660753250901,0.9622415940224159,0.9589008248609245,0.9540858033849041,0.9519888718719705,0.9758704217737995,,,2.858851546638804,3.7425574526818766,4.331449131262145,4.647149469209853,2.804073301495187,1.3786764844912103,1.5121563744307884,1.5704609381688617,1.3435817073706955,1.2979451984180037,1.2433231346767093,1.2130163508322862,1.4853828698766325,,,,,,,,,
,,,Direct Cloud Cost,0.23409933,,,,,,,,,,,,,,0.279,0.229,0.243,0.269,0.283,0.457,0.403,0.334,0.335,0.346,0.341,0.359,3.8780000000000006,,,0.14376336459091899,0.17565693238908547,0.17811098495188216,0.19194543385595564,0.2025222850480844,0.7113138250513292,0.6425185409999992,0.4481404894739084,0.27387958207613594,0.2373510986757488,0.2140703997230197,0.21,3.6292729368360677,,,,,,,,,
,,,Other Direct Expenses,1.54,,,,,,,,,,,,,,2.0419,2.1065,2.4768,3.1129,3.6583,5.0194,5.1415,5.075,5.4201,5.6065,5.9155,6.3704,51.9448,,,0.13907786700000002,0.164635903,0.15101525799999999,0.17605549999999998,0.31209752,1.9399576690000002,1.8537843600000001,1.6803716,1.667272098,1.2829212950000002,1.1293884699999999,1.4728221119999998,11.969399652,,,,,,,,,
,,,Customer Success,0,,,,,,,,,,,,,,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.046,0.046,0.046,0.49799999999999994,,,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.42999999999999994,,,,,,,,,
,,,Networks & Jusbiz,0.06017684,,,,,,,,,,,,,,0.0091,0.0091,0.0091,0.0091,0.02002,0.0091,0.0455,0.02002,0.0091,0.0273,0.01638,0.01638,0.2002,,,0.0319843,0.0435885,0.0560254,0.0732174,0.1029643,0.1127096,0.1179631,0.2304704,0.2715947,0.2803572,0.2647339,0.1972861,1.7828948999999996,,,,,,,,,
,,,% of Network & Jusbiz Revenue,0.13261360280471748,,,,,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.020000000000000004,,,0.0586578495157112,0.08156477070164769,0.11039630486554257,0.1408297448892062,0.18701612801072443,0.1425801553854699,0.2572297895677714,0.49549924202098705,0.5947441417051554,0.6228356707896192,0.5670737133742915,0.38842845043961455,0.28510869879764295,,,,,,,,,
,,,Direct Cloud Cost,0.06017684,,,,,,,,,,,,,,0.0091,0.0091,0.0091,0.0091,0.02002,0.0091,0.0455,0.02002,0.0091,0.0273,0.01638,0.01638,0.2002,,,0.0319843,0.0435885,0.0560254,0.0732174,0.1029643,0.1127096,0.1179631,0.2304704,0.2715947,0.2803572,0.2647339,0.1972861,1.7828948999999996,,,,,,,,,
,,,Other Direct Expenses,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Customer Success,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,International,0.36038371,,,,,,,,,,,,,,0.40404183862537635,0.4601890622090151,0.675632448340163,0.900951250462626,0.9131270079165047,0.8942473666239998,0.7998089875531391,0.9675834249037107,1.1735934036348101,1.1719843382267576,1.5944971721567538,1.4721633758793689,11.427819676532225,,,0.166111873632,0.17479842233200002,0.197228358951,0.216608662836,0.22103684720999997,0.21020663978999998,0.21011973010999999,0.2525470235,0.1319224,0.12087368799999999,0.1326096407,0.160095622,2.1941589090609996,,,,,,,,,
,,,% of International  Revenue,0.1646175634322535,,,,,,,,,,,,,,0.18852463113550627,0.16920805114247456,0.12126839728983785,0.058001128233405946,0.12532763859681456,0.009891469382331755,0.1649147913860246,0.13726234902952777,0.09984185815193777,0.16323567559541116,0.12416972893861654,0.141484757747145,0.0642955141565312,,,0.23916280879345767,0.1030027971355946,0.09064231378277865,0.28672163290429026,0.13856348100160046,0.08789468885083361,0.15229949896494763,0.1891540855361083,0.027590613756455603,0.026110257052903645,0.07633527955699089,0.01731875004324066,0.06768637452908992,,,,,,,,,
,,,Direct Cloud Cost,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.154710773632,0.16339732233200002,0.158143058951,0.172110262836,0.17508674720999998,0.16425653979,0.16416963011,0.1943070235,0.0859723,0.077279776,0.0890157287,0.14097363,1.7394227930609998,,,,,,,,,
,,,Customer Success,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0114011,0.0114011,0.0390853,0.0444984,0.0459501,0.0459501,0.0459501,0.05824,0.0459501,0.043593912,0.043593912,0.019121992,0.45473611599999997,,,,,,,,,
,,,Merchant Business,0.25321257,,,,,,,,,,,,,,0.345078828947957,0.3693760525315957,0.39371943866274356,0.5297112504626259,0.5546270079165047,0.6281123666239997,0.6535951778757197,0.6748596152262913,0.7241334036348102,0.9805093382267576,1.0208221721567536,1.0795883758793687,7.954133028145128,,,0.166111873632,0.17479842233200002,0.197228358951,0.216608662836,0.22103684720999997,0.21020663978999998,0.21011973010999999,0.2525470235,0.1319224,0.12087368799999999,0.1326096407,0.160095622,2.1941589090609996,,,,,,,,,
,,,% of Merchant Revenue,0.1646826540377362,,,,,,,,,,,,,,0.22891946465602145,0.22676261622498123,0.22490187585893537,0.21793555117283753,0.21706109148246736,0.21491617985886943,0.21429305624060188,0.213811588932267,0.21281157450400934,0.21077692900722067,0.2103293618958651,0.20973971284549128,0.21464622130365413,,,0.5612543026027587,0.5889500776461746,0.6294454979350532,0.6084475738701733,0.5884362017710375,0.5268006535975674,0.48656746048523575,0.4832558236136902,0.256834379255701,0.12368296295807567,0.12188150857568561,0.076576928939754,0.2864137270581906,,,,,,,,,
,,,Direct Cloud Cost,0.17226287,,,,,,,,,,,,,,0.301484916947957,0.3257821405315957,0.35012552666274355,0.4861173384626259,0.5110330959165047,0.5845184546239998,0.6100012658757198,0.6312657032262914,0.6805394916348102,0.9303763394267576,0.9706891733567535,1.0294553770793688,7.411388823745128,,,0.154710773632,0.16339732233200002,0.158143058951,0.172110262836,0.17508674720999998,0.16425653979,0.16416963011,0.1943070235,0.0859723,0.077279776,0.0890157287,0.14097363,1.7394227930609998,,,,,,,,,
,,,Other Direct Expenses,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0114011,0.0114011,0.0390853,0.0444984,0.0459501,0.0459501,0.0459501,0.05824,0.0459501,0.043593912,0.043593912,0.019121992,0.45473611599999997,,,,,,,,,
,,,Customer Success,0.0809497,,,,,,,,,,,,,,0.043593912,0.043593912,0.043593912,0.043593912,0.043593912,0.043593912,0.043593912,0.043593912,0.043593912,0.050132998799999995,0.050132998799999995,0.050132998799999995,0.5427442044,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Bank Business,0.00063258,,,,,,,,,,,,,,0.027113009677419354,0.027113009677419354,0.027113009677419354,0.04,0.04,0.04,0.03792380967741935,0.03792380967741935,0.08,0.08,0.08,0.09,0.6071866483870968,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,% of Bank Business Revenue,0.0032289351966803786,,,,,,,,,,,,,,0.15,0.15,0.15,0.004778542396228807,0.2212959782549337,0.00047476152652586287,0.15,0.15,0.02602620176668796,0.08553173065110731,0.08553173065110731,0.0962231969824957,0.006088180080553318,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Direct Cloud Cost,0.00063258,,,,,,,,,,,,,,0.027113009677419354,0.027113009677419354,0.027113009677419354,0.04,0.04,0.04,0.03792380967741935,0.03792380967741935,0.08,0.08,0.08,0.09,0.6071866483870968,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Other Direct Expenses,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Customer Success,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Networks & Jusbiz,0.10653856,,,,,,,,,,,,,,0.03185,0.0637,0.2548,0.33124000000000003,0.3185,0.22613500000000003,0.10829000000000001,0.2548,0.36946,0.11147500000000002,0.4936750000000001,0.30257500000000004,2.8665000000000003,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,% of Network & Jusbiz Revenue,0.23377602312952517,,,,,,,,,,,,,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07000000000000002,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Direct Cloud Cost,0.10653856,,,,,,,,,,,,,,0.03185,0.0637,0.2548,0.33124000000000003,0.3185,0.22613500000000003,0.10829000000000001,0.2548,0.36946,0.11147500000000002,0.4936750000000001,0.30257500000000004,2.8665000000000003,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Other Direct Expenses,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Customer Success,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,Gross Margin,45.53007414248998,,,,,,,,,,,,,,43.26809491464438,45.73415388383103,50.829854946885916,64.11640483735133,57.84497274511257,143.96792901641874,62.360720152829785,63.182352549533974,72.83411243222605,69.56271876457164,71.98608193713113,77.73793866872525,823.4253348492617,,,42.157456334387845,43.62652427442068,43.91836749154491,45.55932134227776,45.29221193189528,47.195739203937585,42.29582604538244,40.84024135482876,49.8525747922328,52.03335916014665,43.61028862987958,57.39261358707589,551.1745241480102,,,,,,,,,
,,,% of Revenue,0.8198037774587583,,,,,,,,,,,,,,0.8147749515838607,0.8176934023603512,0.8202298007564554,0.8397294739927889,0.8198307353662682,0.9065164164118454,0.8114186653042745,0.8147162680338178,0.8160570540666996,0.8099504096081079,0.8051694590031536,0.8057672654195266,0.8299369091772759,,,0.865257011312294,0.8590000688905726,0.8703175545111113,0.8569944819056504,0.8367641266414826,0.80435139026447,0.7865004407278415,0.7885981908101402,0.8257954991924322,0.8633217405335816,0.8091350819548099,0.8509451576408812,0.8339925493658307,,,,,,,,,
,,,India - Gross Margin,43.7012399920986,,,,,,,,,,,,,,41.52895877068051,43.4746788455326,45.9341063640629,49.48401599765136,51.47218087559709,54.456258712073264,58.31069741315486,57.100782060456766,62.25318297983734,63.554996007815156,60.739307844654654,68.80499976135832,657.1141656328748,,,41.62901258513679,42.104296720828046,41.93969862634019,45.02046324579775,43.91804601996381,45.014371989398995,41.1262975721956,39.757649236162095,45.2030740182328,47.524876355979984,42.00569836157819,48.30864589040217,520.9521306220164,,,,,,,,,
,,,% of India Revenue,0.8191644896617922,,,,,,,,,,,,,,0.8149137159143157,0.8170239236578951,0.8144506819322799,0.8136101478939979,0.8135155234392779,0.7960445389509558,0.8098246068837717,0.8099148561297042,0.8033007972477019,0.8075043775670236,0.7933182071468025,0.7993906354032169,0.8068540597698854,,,0.8667670784971085,0.8576865343294513,0.8685583216345244,0.8590662327154037,0.8360149259374463,0.7997727944162529,0.7848890203546891,0.7880094517658953,0.813184388070222,0.8541225569690756,0.8053206636210931,0.830021755604264,0.8289211379488126,,,,,,,,,
,,,Merchant Business - Gross Margin,13.630068550287199,,,,,,,,,,,,,,11.760383825906233,12.397154666894632,13.687891870277353,14.525489640232658,15.580733959099769,18.717629765121693,17.911269325866236,18.429360417997607,22.927211778375163,20.686127470123914,18.919328577421844,24.51660069832393,210.0591819956411,,,11.654888471370217,12.253174669217124,13.512408925997867,13.478574658653695,13.169577451011897,13.795295297450327,11.772990012195603,11.483342551036008,16.19440377030893,15.608182281945734,11.64026313633554,17.597818459235977,162.1609196847589,,,,,,,,,
,,,% of MB Revenue,0.7341870192204552,,,,,,,,,,,,,,0.7278185954443622,0.7294050268661056,0.7381068279194959,0.7491181683077227,0.7670895825690827,0.7783807619391093,0.7902671610026499,0.7980187053372658,0.7902632133387388,0.789779775141584,0.7613903570118211,0.7849740899100964,0.7708830800104419,,,0.7391332081676042,0.7259467924238138,0.755310434945099,0.7328140158225592,0.7154089848580206,0.7088674690303537,0.6812520611548633,0.6852677520936231,0.7568083034752757,0.8457370714195114,0.6848194933177845,0.7697544670361341,0.7352539153501225,,,,,,,,,
,,,Bank Business - Gross Margin,29.5949617215391,,,,,,,,,,,,,,29.482374944774275,30.657424178637974,31.807014493785537,34.4839263574187,34.834366916497316,35.239728946951566,38.06032808728861,37.50254164245916,38.6526712014622,41.27406853769124,40.714059267232805,43.1440790630344,435.85258363723375,,,27.0642517758,29.631658751499998,28.252036570000005,31.407562710000004,30.651264402999995,31.280488972000004,29.871707666999992,28.8273490236,29.330228469999998,32.1050837715,30.43407523435128,30.70274779200189,359.55845514075315,,,,,,,,,
,,,% of Bank Business Revenue,0.9113651322714462,,,,,,,,,,,,,,0.9171234156620409,0.9176103792024513,0.918052420388336,0.9189688838492978,0.9190785558041249,0.9192027264481675,0.9199942887974453,0.9198470955420729,0.9201459992797545,0.9193962700992544,0.9192521046621562,0.9198508560117571,0.9191321646298466,,,0.9330925831348759,0.9383548251766325,0.9478549602462508,0.940125696373072,0.9182699297370827,0.9178454248123965,0.9057431711728356,0.9051009754928713,0.9092318171403546,0.9034933289199774,0.9062319280261428,0.9189172417631419,0.9198812899956407,,,,,,,,,
,,,PA - Gross Margin,-0.20238921180000013,,,,,,,,,,,,,,-0.15969999999999995,-0.025800000000000267,-0.006699999999999928,0.02870000000000017,0.07610000000000028,0.052999999999999936,0.10960000000000036,0.18789999999999996,0.22740000000000027,0.25710000000000033,0.3033000000000001,0.34169999999999945,1.3926000000000016,,,-0.20341224359091908,-0.27135171288908555,-0.2762149049518821,-0.3123568338559556,-0.3503952800480844,-0.7392025900513297,-0.8590273599999991,-0.7876995924739085,-0.506621572076136,-0.3581627856757488,-0.27074823872301934,-0.3025427309199997,-5.237735845256065,,,,,,,,,
,,,% of PA Revenue,-0.12877006354822368,,,,,,,,,,,,,,-0.0725513356351081,-0.01098012512235616,-0.0024336202825905083,0.008317394076392561,0.018755853502242882,0.009516285416741469,0.01924799353717012,0.03333392467490996,0.037758405977584106,0.04109917513907544,0.04591419661509584,0.0480111281280296,0.02412957822620053,,,-1.8588515466388043,-2.742557452681877,-3.3314491312621453,-3.647149469209853,-1.8040733014951866,-0.3786764844912102,-0.5121563744307884,-0.5704609381688617,-0.3435817073706955,-0.29794519841800376,-0.24332313467670935,-0.2130163508322863,-0.48538286987663254,,,,,,,,,
,,,Networks & Jusbiz - Gross Margin,0.3935989320723,,,,,,,,,,,,,,0.4459,0.4459,0.4459,0.4459,0.9809799999999999,0.4459,2.2295,0.9809799999999999,0.4459,1.3377,0.80262,0.80262,9.809799999999997,,,0.5132845815575002,0.49081501299999997,0.4514680352942,0.4466827110000001,0.4475994460000001,0.6777903100000002,0.34062725299999996,0.23465725400000012,0.18506335000000007,0.16977308821000003,0.2021082296143999,0.31062237008430005,4.4704916417603995,,,,,,,,,
,,,% of Networks & Jusbiz Revenue,0.8673863971952825,,,,,,,,,,,,,,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.9799999999999999,0.9800000000000001,0.9800000000000001,0.98,,,0.9413421504842888,0.9184352292983523,0.8896036951344575,0.8591702551107938,0.8129838719892756,0.8574198446145301,0.7427702104322286,0.504500757979013,0.40525585829484456,0.3771643292103808,0.4329262866257086,0.6115715495603854,0.7148913012023571,,,,,,,,,
,,,International - Gross Margin,1.8288341503913783,,,,,,,,,,,,,,1.739136143963871,2.259475038298426,4.895748582823018,14.632388839699967,6.37279186951548,89.51167030434547,4.0500227396749215,6.081570489077209,10.580929452388704,6.007722756756492,11.246774092476477,8.932938907366937,166.31116921638693,,,0.528443749251051,1.5222275535926388,1.978668865204722,0.538858096480014,1.374165911931472,2.1813672145385867,1.169528473186847,1.0825921186666672,4.649500774,4.508482804166667,1.604590268301387,9.083967696673726,30.222393525993784,,,,,,,,,
,,,% of International Revenue,0.8353824365677465,,,,,,,,,,,,,,0.8114753688644938,0.8307919488575255,0.8787316027101623,0.941998871766594,0.8746723614031854,0.9901085306176682,0.8350852086139753,0.8627376509704723,0.9001581418480623,0.8367643244045888,0.8758302710613834,0.858515242252855,0.9357044858434688,,,0.7608371912065424,0.8969972028644054,0.9093576862172214,0.7132783670957097,0.8614365189983996,0.9121053111491664,0.8477005010350523,0.8108459144638916,0.9724093862435444,0.9738897429470964,0.9236647204430092,0.9826812499567593,0.9323136254709101,,,,,,,,,
,,,Merchant Business - Gross Margin,-1.713506583,,,,,,,,,,,,,,1.162345755791828,1.2595346501263829,1.356908194650974,1.9008754418505034,2.0005384716660184,2.294479906495999,2.396411151502879,2.4814689009051656,2.6785640545392404,3.67137235890703,3.8326236946270136,4.067688509517475,29.10281109058051,,,0.129853561041148,-0.16569266938908553,-0.18110626195188212,-0.2377790698559556,-0.4088194420480844,-2.6253713440513295,-2.469428690999999,-2.1096743894739083,-1.923983221076136,-1.491142346696749,-1.3267698527230196,-1.65256202448,-14.684814447900067,,,,,,,,,
,,,% of MB Revenue,-1.1144186554386792,,,,,,,,,,,,,,0.7710805353439786,0.7732373837750188,0.7750981241410646,0.7820644488271624,0.7829389085175326,0.7850838201411305,0.7857069437593982,0.786188411067733,0.7871884254959907,0.7892230709927793,0.7896706381041348,0.7902602871545087,0.7853537786963458,,,0.4387456973972414,-0.5582699729220565,-0.5779925454928125,-0.6679146451335635,-1.0883441504229263,-6.579465526703879,-5.718376120130309,-4.036921205851877,-3.7457250344405013,-1.5257985975550945,-1.219434049658969,-0.7904533749032873,-1.9168768587417273,,,,,,,,,
